algo,start,outcome,consent_before,consent_after,consent_delta,consent_path_before,consent_path_after,total_before,total_after,total_delta,total_path_before,total_path_after
Remove MinMC,LetMeChoose,Out_Personalized,,,,LetMeChoose → Modal → AccPersonal → PersonalSvc → Out_Personalized,LetMeChoose → Modal → AccPersonal → PersonalSvc → Out_Personalized,4,4,0,LetMeChoose → Modal → AccPersonal → PersonalSvc → Out_Personalized,LetMeChoose → Modal → AccPersonal → PersonalSvc → Out_Personalized
Remove MinMC,LetMeChoose,Out_AllContent,,,,LetMeChoose → Modal → AccExtMedia → ExtMediaSvc → Out_AllContent,LetMeChoose → Modal → AccExtMedia → ExtMediaSvc → Out_AllContent,4,4,0,LetMeChoose → Modal → AccExtMedia → ExtMediaSvc → Out_AllContent,LetMeChoose → Modal → AccExtMedia → ExtMediaSvc → Out_AllContent
Remove MinMC,LetMeChoose,ConsentSaved,2,,,LetMeChoose → Modal → Save → ConsentSaved,,3,,,LetMeChoose → Modal → Save → ConsentSaved,
Remove MinMC,LetMeChoose,OutcomeTelemetry,,,,LetMeChoose → Modal → AccAnalytics → AnalyticsSvc → OutcomeTelemetry,LetMeChoose → Modal → AccAnalytics → AnalyticsSvc → OutcomeTelemetry,4,4,0,LetMeChoose → Modal → AccAnalytics → AnalyticsSvc → OutcomeTelemetry,LetMeChoose → Modal → AccAnalytics → AnalyticsSvc → OutcomeTelemetry
Remove MinMC,AcceptAll,Out_BasicAccess,,,,,,,,,,
Remove MinMC,AcceptAll,Out_SecuredLogin,,,,AcceptAll → SecuritySvc → Out_SecuredLogin,AcceptAll → SecuritySvc → Out_SecuredLogin,2,2,0,AcceptAll → SecuritySvc → Out_SecuredLogin,AcceptAll → SecuritySvc → Out_SecuredLogin
Remove MinMC,AcceptAll,Out_AllMedia,,,,AcceptAll → ExtMediaSvc → Out_AllMedia,AcceptAll → ExtMediaSvc → Out_AllMedia,2,2,0,AcceptAll → ExtMediaSvc → Out_AllMedia,AcceptAll → ExtMediaSvc → Out_AllMedia
Remove MinMC,AcceptAll,Out_Payments,,,,AcceptAll → PaymentsSvc → Out_Payments,AcceptAll → PaymentsSvc → Out_Payments,2,2,0,AcceptAll → PaymentsSvc → Out_Payments,AcceptAll → PaymentsSvc → Out_Payments
Remove MinMC,AcceptAll,Out_Personalized,,,,AcceptAll → PersonalSvc → Out_Personalized,AcceptAll → PersonalSvc → Out_Personalized,2,2,0,AcceptAll → PersonalSvc → Out_Personalized,AcceptAll → PersonalSvc → Out_Personalized
Remove MinMC,AcceptAll,Out_AllContent,,,,AcceptAll → ExtMediaSvc → Out_AllContent,AcceptAll → ExtMediaSvc → Out_AllContent,2,2,0,AcceptAll → ExtMediaSvc → Out_AllContent,AcceptAll → ExtMediaSvc → Out_AllContent
Remove MinMC,AcceptAll,ConsentSaved,0,0,0,AcceptAll → ConsentSaved,AcceptAll → ConsentSaved,1,1,0,AcceptAll → ConsentSaved,AcceptAll → ConsentSaved
Remove MinMC,AcceptAll,OutcomeTelemetry,,,,AcceptAll → AnalyticsSvc → OutcomeTelemetry,AcceptAll → AnalyticsSvc → OutcomeTelemetry,2,2,0,AcceptAll → AnalyticsSvc → OutcomeTelemetry,AcceptAll → AnalyticsSvc → OutcomeTelemetry
Remove MinMC,Save,Out_BasicAccess,,,,,,,,,,
Remove MinMC,Save,Out_SecuredLogin,,,,Save → SecuritySvc → Out_SecuredLogin,Save → SecuritySvc → Out_SecuredLogin,2,2,0,Save → SecuritySvc → Out_SecuredLogin,Save → SecuritySvc → Out_SecuredLogin
Remove MinMC,Save,Out_AllMedia,,,,Save → ExtMediaSvc → Out_AllMedia,Save → ExtMediaSvc → Out_AllMedia,2,2,0,Save → ExtMediaSvc → Out_AllMedia,Save → ExtMediaSvc → Out_AllMedia
Remove MinMC,Save,Out_Payments,,,,Save → PaymentsSvc → Out_Payments,Save → PaymentsSvc → Out_Payments,2,2,0,Save → PaymentsSvc → Out_Payments,Save → PaymentsSvc → Out_Payments
Remove MinMC,Save,Out_Personalized,,,,Save → PersonalSvc → Out_Personalized,Save → PersonalSvc → Out_Personalized,2,2,0,Save → PersonalSvc → Out_Personalized,Save → PersonalSvc → Out_Personalized
Remove MinMC,Save,Out_AllContent,,,,Save → ExtMediaSvc → Out_AllContent,Save → ExtMediaSvc → Out_AllContent,2,2,0,Save → ExtMediaSvc → Out_AllContent,Save → ExtMediaSvc → Out_AllContent
Remove MinMC,Save,ConsentSaved,0,,,Save → ConsentSaved,,1,,,Save → ConsentSaved,
Remove MinMC,Save,OutcomeTelemetry,,,,Save → AnalyticsSvc → OutcomeTelemetry,Save → AnalyticsSvc → OutcomeTelemetry,2,2,0,Save → AnalyticsSvc → OutcomeTelemetry,Save → AnalyticsSvc → OutcomeTelemetry
optimisation_approx,Entry,Out_BasicAccess,,,,,,,,,,
optimisation_approx,Entry,Out_SecuredLogin,,,,Entry → BannerToast → AcceptAll → SecuritySvc → Out_SecuredLogin,Entry → BannerToast → AcceptAll → SecuritySvc → Out_SecuredLogin,4,4,0,Entry → BannerToast → AcceptAll → SecuritySvc → Out_SecuredLogin,Entry → BannerToast → AcceptAll → SecuritySvc → Out_SecuredLogin
optimisation_approx,Entry,Out_AllMedia,,,,Entry → BannerToast → AcceptAll → ExtMediaSvc → Out_AllMedia,Entry → BannerToast → AcceptAll → ExtMediaSvc → Out_AllMedia,4,4,0,Entry → BannerToast → AcceptAll → ExtMediaSvc → Out_AllMedia,Entry → BannerToast → AcceptAll → ExtMediaSvc → Out_AllMedia
optimisation_approx,Entry,Out_Payments,,,,Entry → BannerToast → AcceptAll → PaymentsSvc → Out_Payments,Entry → BannerToast → AcceptAll → PaymentsSvc → Out_Payments,4,4,0,Entry → BannerToast → AcceptAll → PaymentsSvc → Out_Payments,Entry → BannerToast → AcceptAll → PaymentsSvc → Out_Payments
optimisation_approx,Entry,Out_Personalized,,,,Entry → BannerToast → AcceptAll → PersonalSvc → Out_Personalized,Entry → BannerToast → AcceptAll → PersonalSvc → Out_Personalized,4,4,0,Entry → BannerToast → AcceptAll → PersonalSvc → Out_Personalized,Entry → BannerToast → AcceptAll → PersonalSvc → Out_Personalized
optimisation_approx,Entry,Out_AllContent,,,,Entry → BannerToast → AcceptAll → ExtMediaSvc → Out_AllContent,Entry → BannerToast → AcceptAll → ExtMediaSvc → Out_AllContent,4,4,0,Entry → BannerToast → AcceptAll → ExtMediaSvc → Out_AllContent,Entry → BannerToast → AcceptAll → ExtMediaSvc → Out_AllContent
optimisation_approx,Entry,ConsentSaved,1,1,0,Entry → BannerToast → AcceptAll → ConsentSaved,Entry → BannerToast → AcceptAll → ConsentSaved,3,3,0,Entry → BannerToast → AcceptAll → ConsentSaved,Entry → BannerToast → AcceptAll → ConsentSaved
optimisation_approx,Entry,OutcomeTelemetry,,,,Entry → BannerToast → AcceptAll → AnalyticsSvc → OutcomeTelemetry,Entry → BannerToast → AcceptAll → AnalyticsSvc → OutcomeTelemetry,4,4,0,Entry → BannerToast → AcceptAll → AnalyticsSvc → OutcomeTelemetry,Entry → BannerToast → AcceptAll → AnalyticsSvc → OutcomeTelemetry
optimisation_approx,BannerToast,Out_BasicAccess,,,,,,,,,,
optimisation_approx,BannerToast,Out_SecuredLogin,,,,BannerToast → AcceptAll → SecuritySvc → Out_SecuredLogin,BannerToast → AcceptAll → SecuritySvc → Out_SecuredLogin,3,3,0,BannerToast → AcceptAll → SecuritySvc → Out_SecuredLogin,BannerToast → AcceptAll → SecuritySvc → Out_SecuredLogin
optimisation_approx,BannerToast,Out_AllMedia,,,,BannerToast → AcceptAll → ExtMediaSvc → Out_AllMedia,BannerToast → AcceptAll → ExtMediaSvc → Out_AllMedia,3,3,0,BannerToast → AcceptAll → ExtMediaSvc → Out_AllMedia,BannerToast → AcceptAll → ExtMediaSvc → Out_AllMedia
optimisation_approx,BannerToast,Out_Payments,,,,BannerToast → AcceptAll → PaymentsSvc → Out_Payments,BannerToast → AcceptAll → PaymentsSvc → Out_Payments,3,3,0,BannerToast → AcceptAll → PaymentsSvc → Out_Payments,BannerToast → AcceptAll → PaymentsSvc → Out_Payments
optimisation_approx,BannerToast,Out_Personalized,,,,BannerToast → AcceptAll → PersonalSvc → Out_Personalized,BannerToast → AcceptAll → PersonalSvc → Out_Personalized,3,3,0,BannerToast → AcceptAll → PersonalSvc → Out_Personalized,BannerToast → AcceptAll → PersonalSvc → Out_Personalized
optimisation_approx,BannerToast,Out_AllContent,,,,BannerToast → AcceptAll → ExtMediaSvc → Out_AllContent,BannerToast → AcceptAll → ExtMediaSvc → Out_AllContent,3,3,0,BannerToast → AcceptAll → ExtMediaSvc → Out_AllContent,BannerToast → AcceptAll → ExtMediaSvc → Out_AllContent
optimisation_approx,BannerToast,ConsentSaved,1,1,0,BannerToast → AcceptAll → ConsentSaved,BannerToast → AcceptAll → ConsentSaved,2,2,0,BannerToast → AcceptAll → ConsentSaved,BannerToast → AcceptAll → ConsentSaved
optimisation_approx,BannerToast,OutcomeTelemetry,,,,BannerToast → AcceptAll → AnalyticsSvc → OutcomeTelemetry,BannerToast → AcceptAll → AnalyticsSvc → OutcomeTelemetry,3,3,0,BannerToast → AcceptAll → AnalyticsSvc → OutcomeTelemetry,BannerToast → AcceptAll → AnalyticsSvc → OutcomeTelemetry
optimisation_approx,Home,Out_BasicAccess,,,,,,,,,,
optimisation_approx,Home,Out_SecuredLogin,,,,Home → ContactUs → Out_SecuredLogin,Home → ContactUs → Out_SecuredLogin,2,2,0,Home → ContactUs → Out_SecuredLogin,Home → ContactUs → Out_SecuredLogin
optimisation_approx,Home,Out_AllMedia,,,,Home → SearchBooks → ExtMediaSvc → Out_AllMedia,Home → SearchBooks → ExtMediaSvc → Out_AllMedia,3,3,0,Home → SearchBooks → ExtMediaSvc → Out_AllMedia,Home → SearchBooks → ExtMediaSvc → Out_AllMedia
optimisation_approx,Home,Out_Payments,,,,Home → Membership → Out_Payments,Home → Membership → Out_Payments,2,2,0,Home → Membership → Out_Payments,Home → Membership → Out_Payments
optimisation_approx,Home,Out_Personalized,,,,Home → Out_Personalized,Home → Out_Personalized,1,1,0,Home → Out_Personalized,Home → Out_Personalized
optimisation_approx,Home,Out_AllContent,,,,Home → PersonalSvc → Out_AllContent,Home → PersonalSvc → Out_AllContent,2,2,0,Home → PersonalSvc → Out_AllContent,Home → PersonalSvc → Out_AllContent
optimisation_approx,Home,ConsentSaved,3,3,0,Home → Manage → Modal → Save → ConsentSaved,Home → Manage → Modal → Save → ConsentSaved,4,4,0,Home → Manage → Modal → Save → ConsentSaved,Home → Manage → Modal → Save → ConsentSaved
optimisation_approx,Home,OutcomeTelemetry,,,,Home → AnalyticsSvc → OutcomeTelemetry,Home → AnalyticsSvc → OutcomeTelemetry,2,2,0,Home → AnalyticsSvc → OutcomeTelemetry,Home → AnalyticsSvc → OutcomeTelemetry
optimisation_approx,Discover,Out_BasicAccess,,,,,,,,,,
optimisation_approx,Discover,Out_SecuredLogin,,,,Discover → Manage → Modal → AccSecurity → SecuritySvc → Out_SecuredLogin,Discover → Manage → Modal → AccSecurity → SecuritySvc → Out_SecuredLogin,5,5,0,Discover → Manage → Modal → AccSecurity → SecuritySvc → Out_SecuredLogin,Discover → Manage → Modal → AccSecurity → SecuritySvc → Out_SecuredLogin
optimisation_approx,Discover,Out_AllMedia,,,,Discover → Manage → Modal → AccExtMedia → ExtMediaSvc → Out_AllMedia,Discover → Manage → Modal → AccExtMedia → ExtMediaSvc → Out_AllMedia,5,5,0,Discover → Manage → Modal → AccExtMedia → ExtMediaSvc → Out_AllMedia,Discover → Manage → Modal → AccExtMedia → ExtMediaSvc → Out_AllMedia
optimisation_approx,Discover,Out_Payments,,,,Discover → Manage → Modal → AccPayments → PaymentsSvc → Out_Payments,Discover → Manage → Modal → AccPayments → PaymentsSvc → Out_Payments,5,5,0,Discover → Manage → Modal → AccPayments → PaymentsSvc → Out_Payments,Discover → Manage → Modal → AccPayments → PaymentsSvc → Out_Payments
optimisation_approx,Discover,Out_Personalized,,,,Discover → Out_Personalized,Discover → Out_Personalized,1,1,0,Discover → Out_Personalized,Discover → Out_Personalized
optimisation_approx,Discover,Out_AllContent,,,,Discover → PersonalSvc → Out_AllContent,Discover → PersonalSvc → Out_AllContent,2,2,0,Discover → PersonalSvc → Out_AllContent,Discover → PersonalSvc → Out_AllContent
optimisation_approx,Discover,ConsentSaved,3,3,0,Discover → Manage → Modal → Save → ConsentSaved,Discover → Manage → Modal → Save → ConsentSaved,4,4,0,Discover → Manage → Modal → Save → ConsentSaved,Discover → Manage → Modal → Save → ConsentSaved
optimisation_approx,Discover,OutcomeTelemetry,,,,Discover → AnalyticsSvc → OutcomeTelemetry,Discover → AnalyticsSvc → OutcomeTelemetry,2,2,0,Discover → AnalyticsSvc → OutcomeTelemetry,Discover → AnalyticsSvc → OutcomeTelemetry
optimisation_approx,SearchBooks,Out_BasicAccess,,,,,,,,,,
optimisation_approx,SearchBooks,Out_SecuredLogin,,,,SearchBooks → Manage → Modal → AccSecurity → SecuritySvc → Out_SecuredLogin,SearchBooks → Manage → Modal → AccSecurity → SecuritySvc → Out_SecuredLogin,5,5,0,SearchBooks → Manage → Modal → AccSecurity → SecuritySvc → Out_SecuredLogin,SearchBooks → Manage → Modal → AccSecurity → SecuritySvc → Out_SecuredLogin
optimisation_approx,SearchBooks,Out_AllMedia,,,,SearchBooks → ExtMediaSvc → Out_AllMedia,SearchBooks → ExtMediaSvc → Out_AllMedia,2,2,0,SearchBooks → ExtMediaSvc → Out_AllMedia,SearchBooks → ExtMediaSvc → Out_AllMedia
optimisation_approx,SearchBooks,Out_Payments,,,,SearchBooks → Manage → Modal → AccPayments → PaymentsSvc → Out_Payments,SearchBooks → Manage → Modal → AccPayments → PaymentsSvc → Out_Payments,5,5,0,SearchBooks → Manage → Modal → AccPayments → PaymentsSvc → Out_Payments,SearchBooks → Manage → Modal → AccPayments → PaymentsSvc → Out_Payments
optimisation_approx,SearchBooks,Out_Personalized,,,,SearchBooks → Manage → Modal → AccPersonal → PersonalSvc → Out_Personalized,SearchBooks → Manage → Modal → AccPersonal → PersonalSvc → Out_Personalized,5,5,0,SearchBooks → Manage → Modal → AccPersonal → PersonalSvc → Out_Personalized,SearchBooks → Manage → Modal → AccPersonal → PersonalSvc → Out_Personalized
optimisation_approx,SearchBooks,Out_AllContent,,,,SearchBooks → ExtMediaSvc → Out_AllContent,SearchBooks → ExtMediaSvc → Out_AllContent,2,2,0,SearchBooks → ExtMediaSvc → Out_AllContent,SearchBooks → ExtMediaSvc → Out_AllContent
optimisation_approx,SearchBooks,ConsentSaved,3,3,0,SearchBooks → Manage → Modal → Save → ConsentSaved,SearchBooks → Manage → Modal → Save → ConsentSaved,4,4,0,SearchBooks → Manage → Modal → Save → ConsentSaved,SearchBooks → Manage → Modal → Save → ConsentSaved
optimisation_approx,SearchBooks,OutcomeTelemetry,,,,SearchBooks → AnalyticsSvc → OutcomeTelemetry,SearchBooks → AnalyticsSvc → OutcomeTelemetry,2,2,0,SearchBooks → AnalyticsSvc → OutcomeTelemetry,SearchBooks → AnalyticsSvc → OutcomeTelemetry
optimisation_approx,Audiobooks,Out_BasicAccess,,,,,,,,,,
optimisation_approx,Audiobooks,Out_SecuredLogin,,,,Audiobooks → Manage → Modal → AccSecurity → SecuritySvc → Out_SecuredLogin,Audiobooks → Manage → Modal → AccSecurity → SecuritySvc → Out_SecuredLogin,5,5,0,Audiobooks → Manage → Modal → AccSecurity → SecuritySvc → Out_SecuredLogin,Audiobooks → Manage → Modal → AccSecurity → SecuritySvc → Out_SecuredLogin
optimisation_approx,Audiobooks,Out_AllMedia,,,,Audiobooks → ExtMediaSvc → Out_AllMedia,Audiobooks → ExtMediaSvc → Out_AllMedia,2,2,0,Audiobooks → ExtMediaSvc → Out_AllMedia,Audiobooks → ExtMediaSvc → Out_AllMedia
optimisation_approx,Audiobooks,Out_Payments,,,,Audiobooks → Manage → Modal → AccPayments → PaymentsSvc → Out_Payments,Audiobooks → Manage → Modal → AccPayments → PaymentsSvc → Out_Payments,5,5,0,Audiobooks → Manage → Modal → AccPayments → PaymentsSvc → Out_Payments,Audiobooks → Manage → Modal → AccPayments → PaymentsSvc → Out_Payments
optimisation_approx,Audiobooks,Out_Personalized,,,,Audiobooks → Manage → Modal → AccPersonal → PersonalSvc → Out_Personalized,Audiobooks → Manage → Modal → AccPersonal → PersonalSvc → Out_Personalized,5,5,0,Audiobooks → Manage → Modal → AccPersonal → PersonalSvc → Out_Personalized,Audiobooks → Manage → Modal → AccPersonal → PersonalSvc → Out_Personalized
optimisation_approx,Audiobooks,Out_AllContent,,,,Audiobooks → ExtMediaSvc → Out_AllContent,Audiobooks → ExtMediaSvc → Out_AllContent,2,2,0,Audiobooks → ExtMediaSvc → Out_AllContent,Audiobooks → ExtMediaSvc → Out_AllContent
optimisation_approx,Audiobooks,ConsentSaved,3,3,0,Audiobooks → Manage → Modal → Save → ConsentSaved,Audiobooks → Manage → Modal → Save → ConsentSaved,4,4,0,Audiobooks → Manage → Modal → Save → ConsentSaved,Audiobooks → Manage → Modal → Save → ConsentSaved
optimisation_approx,Audiobooks,OutcomeTelemetry,,,,Audiobooks → AnalyticsSvc → OutcomeTelemetry,Audiobooks → AnalyticsSvc → OutcomeTelemetry,2,2,0,Audiobooks → AnalyticsSvc → OutcomeTelemetry,Audiobooks → AnalyticsSvc → OutcomeTelemetry
optimisation_approx,DigitalMag,Out_BasicAccess,,,,,,,,,,
optimisation_approx,DigitalMag,Out_SecuredLogin,,,,DigitalMag → Manage → Modal → AccSecurity → SecuritySvc → Out_SecuredLogin,DigitalMag → Manage → Modal → AccSecurity → SecuritySvc → Out_SecuredLogin,5,5,0,DigitalMag → Manage → Modal → AccSecurity → SecuritySvc → Out_SecuredLogin,DigitalMag → Manage → Modal → AccSecurity → SecuritySvc → Out_SecuredLogin
optimisation_approx,DigitalMag,Out_AllMedia,,,,DigitalMag → ExtMediaSvc → Out_AllMedia,DigitalMag → ExtMediaSvc → Out_AllMedia,2,2,0,DigitalMag → ExtMediaSvc → Out_AllMedia,DigitalMag → ExtMediaSvc → Out_AllMedia
optimisation_approx,DigitalMag,Out_Payments,,,,DigitalMag → Manage → Modal → AccPayments → PaymentsSvc → Out_Payments,DigitalMag → Manage → Modal → AccPayments → PaymentsSvc → Out_Payments,5,5,0,DigitalMag → Manage → Modal → AccPayments → PaymentsSvc → Out_Payments,DigitalMag → Manage → Modal → AccPayments → PaymentsSvc → Out_Payments
optimisation_approx,DigitalMag,Out_Personalized,,,,DigitalMag → Manage → Modal → AccPersonal → PersonalSvc → Out_Personalized,DigitalMag → Manage → Modal → AccPersonal → PersonalSvc → Out_Personalized,5,5,0,DigitalMag → Manage → Modal → AccPersonal → PersonalSvc → Out_Personalized,DigitalMag → Manage → Modal → AccPersonal → PersonalSvc → Out_Personalized
optimisation_approx,DigitalMag,Out_AllContent,,,,DigitalMag → ExtMediaSvc → Out_AllContent,DigitalMag → ExtMediaSvc → Out_AllContent,2,2,0,DigitalMag → ExtMediaSvc → Out_AllContent,DigitalMag → ExtMediaSvc → Out_AllContent
optimisation_approx,DigitalMag,ConsentSaved,3,3,0,DigitalMag → Manage → Modal → Save → ConsentSaved,DigitalMag → Manage → Modal → Save → ConsentSaved,4,4,0,DigitalMag → Manage → Modal → Save → ConsentSaved,DigitalMag → Manage → Modal → Save → ConsentSaved
